timestamp,engine_id,chamber_pressure,fuel_flow,temperature
2025-06-30T15:55:51.023307,ENG-004,213.88,119.1,2328.14
2025-06-30T16:04:58.116842,ENG-004,158.47,0.1,3149.39
2025-06-30T15:53:17.280687,ENG-004,230.92,79.81,3435.15
2025-06-30T15:53:52.033004,ENG-001,216.96,124.31,2644.66
2025-06-30T16:06:43.601008,ENG-001,257.61,142.81,3112.43
2025-06-30T16:04:38.520388,ENG-004,203.16,125.97,2149.58
2025-06-30T15:46:03.368294,ENG-002,165.08,77.27,2776.05
2025-06-30T15:49:41.065941,ENG-004,181.65,51.83,2998.14
2025-06-30T15:49:37.363253,ENG-004,233.64,101.48,2125.9
2025-06-30T15:58:17.029261,ENG-004,,107.0,
2025-06-30T16:10:32.111800,ENG-005,252.92,86.88,2157.59
2025-06-30T16:03:48.198765,ENG-003,181.85,118.13,2595.74
2025-06-30T15:50:40.646507,ENG-005,214.6,116.18,2281.91
2025-06-30T16:06:24.345642,ENG-004,182.78,127.99,2591.95
2025-06-30T15:52:03.162923,ENG-004,240.45,65.91,2033.76
2025-06-30T15:59:34.751610,ENG-003,249.19,68.32,2745.5
2025-06-30T16:05:49.063537,ENG-005,204.0,148.98,3010.19
2025-06-30T15:50:31.371121,ENG-003,,92.73,
2025-06-30T15:48:40.271119,ENG-002,,64.04,2808.22
2025-06-30T16:10:50.479747,ENG-002,269.14,71.57,2637.18
2025-06-30T16:04:20.983383,ENG-005,199.44,142.52,2875.53
2025-06-30T15:58:32.100282,ENG-004,159.49,149.71,2829.99
2025-06-30T16:01:55.933134,ENG-005,185.92,127.3,2614.19
2025-06-30T16:06:05.619717,ENG-005,223.72,54.98,2853.66
2025-06-30T15:56:24.998602,ENG-001,245.12,109.25,2251.36
2025-06-30T15:53:08.744610,ENG-003,285.26,135.96,2622.32
2025-06-30T16:02:44.606116,ENG-001,276.1,93.54,3127.51
2025-06-30T16:02:40.534275,ENG-005,189.11,0.1,3446.57
2025-06-30T16:11:41.900914,ENG-001,286.99,58.17,3429.71
2025-06-30T16:10:51.971660,ENG-003,163.11,62.64,3100.07
2025-06-30T16:09:00.766319,ENG-004,232.51,52.57,3291.34
2025-06-30T16:14:49.292017,ENG-003,156.31,131.5,2332.9
2025-06-30T15:57:05.577638,ENG-002,243.97,97.27,2828.79
2025-06-30T15:54:51.992340,ENG-004,166.27,58.39,2597.73
2025-06-30T15:48:50.174613,ENG-004,244.59,141.5,2469.61
2025-06-30T16:09:48.961261,ENG-003,158.59,99.26,2318.15
2025-06-30T15:57:05.577638,ENG-002,243.97,97.27,2828.79
2025-06-30T16:12:22.722843,ENG-005,268.34,99.42,2366.75
2025-06-30T16:01:15.241202,ENG-001,255.64,147.96,2841.89
2025-06-30T15:53:29.094801,ENG-005,184.93,140.81,2924.26
2025-06-30T16:00:43.688242,ENG-003,173.55,116.99,2973.81
2025-06-30T15:56:50.949048,ENG-002,163.53,78.62,2006.78
2025-06-30T16:00:06.983549,ENG-004,287.41,91.83,2334.51
2025-06-30T15:57:48.276027,ENG-001,283.88,,2189.42
2025-06-30T15:58:07.310287,ENG-003,178.49,112.87,3045.48
2025-06-30T16:01:33.233190,ENG-003,222.12,61.55,2306.55
2025-06-30T16:00:13.615862,ENG-005,169.02,132.91,2370.63
2025-06-30T16:02:36.001020,ENG-005,206.24,70.5,2985.8
2025-06-30T16:13:14.505952,ENG-001,192.06,133.65,-38.652337972732575
2025-06-30T16:12:46.207886,ENG-002,209.33,123.25,3166.39
2025-06-30T16:07:42.180713,ENG-004,221.01,62.5,2398.71
2025-06-30T15:56:15.283291,ENG-002,282.62,123.35,2368.29
2025-06-30T16:00:49.604437,ENG-002,296.55,107.5,2729.03
2025-06-30T15:49:44.017371,ENG-003,271.9,67.12,3471.46
2025-06-30T16:16:34.327967,ENG-004,286.2,115.02,2569.05
2025-06-30T15:47:04.402906,ENG-004,267.39,119.11,2143.23
2025-06-30T16:04:07.570055,ENG-001,189.46,101.42,2307.91
2025-06-30T16:14:29.187750,ENG-003,272.77,68.52,3313.03
2025-06-30T15:59:22.496531,ENG-001,170.6,85.81,2376.17
2025-06-30T15:49:39.778706,ENG-003,190.82,134.56,3343.82
2025-06-30T16:17:28.410729,ENG-001,294.19,82.26,2083.67
2025-06-30T16:16:22.078852,ENG-002,180.37,64.49,2478.52
2025-06-30T16:14:50.937777,ENG-004,208.75,110.49,2217.54
2025-06-30T16:04:52.240257,ENG-001,192.25,79.02,2694.11
2025-06-30T15:54:13.390853,ENG-001,182.24,89.39,3227.29
2025-06-30T16:01:27.135856,ENG-002,152.43,122.84,3097.52
2025-06-30T16:15:46.706072,ENG-004,299.61,136.94,2459.71
2025-06-30T15:55:54.472159,ENG-001,186.32,97.63,2397.42
2025-06-30T15:59:44.065058,ENG-002,266.17,98.58,2758.0
2025-06-30T16:15:39.873933,ENG-005,195.83,144.76,2878.49
2025-06-30T15:50:31.035631,ENG-005,183.93,144.73,3061.75
2025-06-30T16:14:23.180597,ENG-001,215.87,80.06,3372.9
2025-06-30T16:07:29.606320,ENG-005,295.95,66.22,2788.93
2025-06-30T16:05:39.245543,ENG-004,154.91,65.57,2235.34
2025-06-30T16:15:46.962169,ENG-001,254.37,88.7,2113.22
2025-06-30T16:08:00.927259,ENG-003,161.04,62.71,3027.54
2025-06-30T16:00:49.237542,ENG-005,296.7,88.33,2251.34
2025-06-30T15:51:36.834196,ENG-003,207.46,147.37,2915.46
2025-06-30T16:18:01.887398,ENG-001,160.45,138.27,2190.5
2025-06-30T16:02:17.798631,ENG-002,183.77,71.53,3054.64
2025-06-30T15:53:37.854966,ENG-003,213.76,107.65,2751.24
2025-06-30T15:47:52.862255,ENG-001,264.79,118.9,2628.62
2025-06-30T16:13:16.718395,ENG-005,287.27,113.62,2249.33
2025-06-30T15:56:49.969064,ENG-005,266.84,71.9,2366.12
2025-06-30T16:01:42.528032,ENG-003,299.05,86.26,2766.66
2025-06-30T16:16:31.744209,ENG-001,269.11,136.84,3200.58
2025-06-30T15:56:12.953392,ENG-001,263.83,139.64,2447.75
2025-06-30T16:15:47.566434,ENG-001,173.94,57.77,3031.78
2025-06-30T16:18:29.825402,ENG-001,228.36,100.07,3132.11
2025-06-30T16:01:48.509291,ENG-002,281.25,149.32,2604.65
2025-06-30T16:15:29.227287,ENG-003,232.12,64.34,3313.44
2025-06-30T16:04:36.686196,ENG-004,179.23,134.4,2214.25
2025-06-30T16:18:39.749542,ENG-001,295.65,115.37,3475.28
2025-06-30T16:07:06.737051,ENG-005,181.85,130.56,-44.93990471615884
2025-06-30T16:08:54.326203,ENG-003,,139.92,
2025-06-30T16:02:57.986929,ENG-003,222.84,59.93,3439.44
2025-06-30T16:15:24.752119,ENG-002,195.21,133.38,3283.06
2025-06-30T16:14:14.520233,ENG-005,212.84,91.05,2242.81
2025-06-30T16:13:11.269041,ENG-002,222.59,145.5,2508.73
2025-06-30T16:03:10.525418,ENG-002,277.1,117.82,2649.69
2025-06-30T15:58:31.963327,ENG-003,193.71,149.38,2369.02
2025-06-30T15:56:25.355120,ENG-003,249.24,60.15,2362.61
2025-06-30T16:08:31.377295,ENG-001,222.24,128.0,2713.84
2025-06-30T16:05:39.098192,ENG-001,258.19,98.7,2148.23
2025-06-30T16:04:28.944430,ENG-005,222.77,94.42,2190.01
2025-06-30T16:07:20.069263,ENG-005,196.4,148.23,2647.31
2025-06-30T16:07:02.185134,ENG-002,176.38,77.95,3304.39
2025-06-30T16:15:08.617658,ENG-002,255.34,105.01,2408.3
2025-06-30T16:05:17.821039,ENG-004,270.42,87.9,2590.97
2025-06-30T15:58:23.704056,ENG-002,234.86,71.71,2391.88
2025-06-30T15:59:19.214561,ENG-001,190.82,124.78,2667.95
2025-06-30T15:51:29.655511,ENG-002,289.15,129.61,2836.57
2025-06-30T16:03:35.398212,ENG-003,239.4,82.6,2805.0
2025-06-30T16:16:53.965802,ENG-002,162.61,60.3,3226.18
2025-06-30T16:16:09.254504,ENG-004,287.26,59.98,2229.67
2025-06-30T15:53:20.368921,ENG-005,260.3,98.01,3063.81
2025-06-30T16:19:53.901043,ENG-005,233.38,89.01,3416.2
2025-06-30T15:52:42.349812,ENG-001,187.15,144.25,3432.1
2025-06-30T16:01:16.209950,ENG-003,201.82,122.71,2787.73
2025-06-30T16:17:27.919751,ENG-005,183.33,88.14,2556.66
2025-06-30T16:16:00.330682,ENG-005,209.67,86.98,3222.45
2025-06-30T15:56:05.213977,ENG-001,203.64,79.97,2849.37
2025-06-30T16:19:54.609123,ENG-003,199.42,100.11,2520.09
2025-06-30T16:02:03.686377,ENG-002,199.51,106.09,2574.21
2025-06-30T15:55:08.750780,ENG-003,271.25,125.49,3316.84
2025-06-30T16:11:37.281892,ENG-004,202.45,112.43,2897.06
2025-06-30T16:06:43.247537,ENG-003,266.61,56.74,2439.33
2025-06-30T15:56:05.213977,ENG-001,203.64,79.97,2849.37
2025-06-30T15:52:44.420630,ENG-001,265.74,91.08,2455.93
2025-06-30T16:03:56.467907,ENG-001,155.36,125.85,3008.3
2025-06-30T16:19:12.363029,ENG-001,284.33,94.0,3267.89
2025-06-30T16:04:43.164215,ENG-003,273.82,70.57,3153.44
2025-06-30T15:50:42.763219,ENG-003,226.89,123.48,-95.07828894081716
2025-06-30T15:53:19.794218,ENG-005,290.49,112.74,2528.47
2025-06-30T16:05:48.237639,ENG-002,,,2710.26
2025-06-30T15:57:42.658137,ENG-004,225.18,119.32,2634.82
2025-06-30T16:03:06.804675,ENG-003,241.54,95.03,2572.33
2025-06-30T15:49:53.100872,ENG-001,220.78,149.92,3475.87
2025-06-30T16:08:58.233086,ENG-002,153.47,117.57,3456.55
2025-06-30T16:03:43.548060,ENG-004,212.25,65.56,3297.59
2025-06-30T16:04:45.852132,ENG-001,186.02,83.06,3027.98
2025-06-30T15:58:01.308672,ENG-001,272.07,65.74,2499.1
2025-06-30T16:02:57.833216,ENG-002,258.55,50.24,2630.14
2025-06-30T15:49:45.983278,ENG-005,195.56,79.94,2963.27
2025-06-30T16:02:57.833216,ENG-002,258.55,50.24,2630.14
2025-06-30T15:57:35.491385,ENG-005,248.31,98.73,2770.41
2025-06-30T16:06:59.823427,ENG-004,249.59,125.44,3408.99
2025-06-30T15:51:24.720035,ENG-004,229.57,108.86,3268.32
2025-06-30T16:22:40.499872,ENG-004,232.44,99.11,2015.85
2025-06-30T16:14:10.239080,ENG-004,222.23,88.31,2218.73
2025-06-30T15:51:10.706286,ENG-003,203.88,115.68,2785.64
2025-06-30T15:55:37.353274,ENG-005,279.51,80.51,2488.05
2025-06-30T15:51:56.967182,ENG-001,224.31,140.22,2476.78
2025-06-30T15:49:23.427155,ENG-004,165.97,114.71,2149.93
2025-06-30T16:20:54.748444,ENG-002,195.36,68.77,2308.97
2025-06-30T16:21:09.716169,ENG-001,177.82,94.93,2495.25
2025-06-30T16:24:13.685530,ENG-002,197.82,116.3,3359.95
2025-06-30T16:14:42.963847,ENG-002,271.03,79.92,3262.14
2025-06-30T15:55:20.284115,ENG-003,230.75,72.04,2479.93
2025-06-30T16:04:50.825584,ENG-003,201.3,118.91,2522.43
2025-06-30T16:19:00.302420,ENG-005,203.35,95.79,2506.49
2025-06-30T16:23:22.470074,ENG-003,287.16,60.39,2328.05
2025-06-30T16:19:08.106017,ENG-003,228.99,76.8,2951.58
2025-06-30T16:06:49.323838,ENG-005,187.28,121.3,2017.8
2025-06-30T15:58:05.649699,ENG-003,175.37,104.04,2033.07
2025-06-30T16:20:56.328183,ENG-002,216.59,136.75,3282.22
2025-06-30T16:14:50.564704,ENG-002,217.71,57.48,2467.86
2025-06-30T16:09:36.623392,ENG-002,232.72,126.94,3176.51
2025-06-30T16:06:39.563027,ENG-002,,56.02,
2025-06-30T15:52:25.760817,ENG-002,188.84,123.22,2333.97
2025-06-30T16:13:52.831877,ENG-005,263.48,66.85,2482.41
2025-06-30T16:20:37.912073,ENG-004,240.27,103.08,2055.97
2025-06-30T15:50:21.923702,ENG-003,,97.96,2004.51
2025-06-30T16:23:54.611253,ENG-003,211.0,51.6,3420.93
2025-06-30T16:01:21.706211,ENG-003,285.37,127.8,2794.43
2025-06-30T16:04:35.991890,ENG-005,254.67,138.8,3200.43
2025-06-30T15:49:31.508296,ENG-003,163.24,115.73,2079.18
2025-06-30T16:25:40.502112,ENG-005,279.02,50.29,2023.93
2025-06-30T15:52:13.651408,ENG-005,251.23,80.41,2693.68
2025-06-30T15:52:45.181447,ENG-002,238.22,79.55,2720.93
2025-06-30T16:18:45.932396,ENG-002,217.75,137.7,3425.63
2025-06-30T16:08:36.061518,ENG-004,262.99,149.32,2108.67
2025-06-30T16:07:41.721899,ENG-005,161.96,92.7,2812.76
2025-06-30T16:05:46.262531,ENG-005,234.98,50.26,3373.54
2025-06-30T16:23:16.361910,ENG-005,230.4,111.26,3427.29
2025-06-30T16:04:27.898176,ENG-005,167.24,131.65,2404.86
2025-06-30T16:26:13.189701,ENG-005,285.15,76.74,3038.59
2025-06-30T16:01:34.138903,ENG-004,168.45,,2454.67
2025-06-30T16:09:33.737147,ENG-002,215.63,140.91,2704.23
2025-06-30T16:09:01.417561,ENG-002,284.67,65.89,2530.56
2025-06-30T15:55:22.757438,ENG-005,165.99,123.34,3297.83
2025-06-30T16:07:29.599456,ENG-001,297.29,81.26,2446.0
2025-06-30T15:54:09.025073,ENG-005,297.74,54.03,2148.31
2025-06-30T15:58:01.831215,ENG-001,229.45,105.16,2925.05
2025-06-30T16:01:25.428508,ENG-001,159.7,143.06,3379.95
2025-06-30T15:51:09.874076,ENG-004,214.75,67.48,2250.97
2025-06-30T16:08:39.745582,ENG-003,232.6,141.1,3461.8
2025-06-30T16:05:43.660183,ENG-005,159.42,57.04,2658.92
2025-06-30T16:12:59.278003,ENG-003,251.9,132.36,2042.2
2025-06-30T16:24:33.476909,ENG-005,294.31,66.04,2079.59
2025-06-30T15:54:14.959575,ENG-005,198.33,94.57,2881.06
2025-06-30T16:19:20.380809,ENG-004,244.64,0.1,3472.53
2025-06-30T16:27:08.397701,ENG-005,190.36,99.91,3464.45
2025-06-30T16:04:50.797339,ENG-004,249.6,90.05,2349.78
2025-06-30T16:21:30.046864,ENG-003,274.03,53.86,3300.68
2025-06-30T16:22:08.739410,ENG-004,203.72,80.83,2445.8
2025-06-30T16:19:39.426107,ENG-004,199.09,124.92,2330.46
2025-06-30T16:06:39.492979,ENG-002,169.22,90.86,3497.79
2025-06-30T16:29:37.778688,ENG-005,257.67,84.13,2098.57
2025-06-30T16:22:39.700582,ENG-001,218.2,97.95,2545.32
2025-06-30T16:11:19.388522,ENG-004,,,-46.473921802239325
2025-06-30T16:07:50.802188,ENG-002,3.4554365708012114,65.03,3427.48
2025-06-30T16:09:44.799673,ENG-003,293.32,57.48,2172.96
2025-06-30T16:22:20.778519,ENG-001,203.52,67.09,2717.75
2025-06-30T16:04:04.542401,ENG-004,196.99,77.16,2847.36
2025-06-30T15:55:44.739443,ENG-003,288.02,57.18,2278.07
2025-06-30T15:56:12.576541,ENG-001,,113.29,2174.64
2025-06-30T16:00:43.281459,ENG-001,205.58,51.25,2267.7
2025-06-30T16:04:09.358966,ENG-002,285.75,101.61,2245.79
2025-06-30T15:49:34.085868,ENG-003,158.42,75.82,2594.93
2025-06-30T16:02:28.397185,ENG-005,267.08,101.86,
2025-06-30T16:11:08.480321,ENG-001,251.44,149.88,2331.52
2025-06-30T16:15:00.014346,ENG-001,230.33,127.96,2314.49
2025-06-30T15:54:57.790789,ENG-003,267.01,,3370.0
2025-06-30T15:51:34.326010,ENG-005,162.31,118.35,2403.1
2025-06-30T16:06:18.710347,ENG-001,171.1,95.86,3300.99
2025-06-30T16:00:04.598033,ENG-004,156.31,142.22,2055.94
2025-06-30T16:19:12.917134,ENG-001,202.81,102.51,3334.45
2025-06-30T16:13:21.174101,ENG-002,152.48,93.77,2939.34
2025-06-30T16:10:16.202597,ENG-002,236.58,127.71,3447.47
2025-06-30T16:15:35.270207,ENG-002,229.5,148.48,3258.06
2025-06-30T16:15:17.218998,ENG-001,264.06,79.08,2015.13
2025-06-30T16:25:11.541311,ENG-001,287.4,115.08,2909.53
2025-06-30T15:50:20.575531,ENG-001,211.63,97.2,2554.51
2025-06-30T16:06:17.581608,ENG-002,,121.67,2700.71
2025-06-30T15:58:02.563440,ENG-003,31.772083054109206,74.66,2579.61
2025-06-30T15:59:10.623448,ENG-001,178.86,78.51,2157.04
2025-06-30T15:54:52.317748,ENG-001,,,2061.35
2025-06-30T16:19:05.613683,ENG-001,234.35,130.28,2670.12
2025-06-30T15:58:37.522471,ENG-001,288.1,77.31,2634.47
2025-06-30T15:50:34.483807,ENG-002,181.54,61.43,2505.55
2025-06-30T16:00:38.365302,ENG-005,164.52,137.0,2470.19
2025-06-30T16:03:13.168371,ENG-001,261.16,67.71,3389.28
2025-06-30T16:01:20.471111,ENG-002,214.05,87.15,3137.71
2025-06-30T16:23:30.215058,ENG-001,233.64,50.85,3307.02
2025-06-30T16:24:24.783838,ENG-001,253.63,77.41,2656.74
2025-06-30T16:20:43.145202,ENG-004,257.65,105.95,7017.924523546336
2025-06-30T16:24:33.352382,ENG-003,244.58,97.19,3410.73
2025-06-30T15:54:16.901286,ENG-002,200.22,110.75,2435.27
2025-06-30T16:22:41.528664,ENG-004,285.87,126.6,2063.07
2025-06-30T16:18:22.412661,ENG-004,210.45,65.59,2417.51
2025-06-30T15:54:04.223056,ENG-005,215.72,85.72,2379.87
2025-06-30T15:55:23.684026,ENG-001,277.32,69.85,2206.09
2025-06-30T15:50:40.476621,ENG-002,268.36,128.06,2096.64
2025-06-30T16:24:18.996974,ENG-005,215.4,99.57,2829.22
2025-06-30T16:25:14.161074,ENG-004,,65.66,
2025-06-30T15:53:30.909031,ENG-003,178.2,90.38,
2025-06-30T16:30:06.798413,ENG-004,218.5,102.01,2126.96
2025-06-30T16:11:52.685073,ENG-003,272.98,72.28,2339.08
2025-06-30T16:24:58.484029,ENG-004,255.69,115.53,2166.62
2025-06-30T16:20:10.124229,ENG-004,238.12,66.93,2921.83
2025-06-30T16:19:16.039621,ENG-004,202.77,109.07,3129.47
2025-06-30T16:28:53.771056,ENG-002,173.55,68.48,3323.9
2025-06-30T16:24:50.833046,ENG-002,151.32,121.44,3341.62
2025-06-30T16:32:10.494446,ENG-003,278.88,90.9,3462.4
2025-06-30T16:16:46.265338,ENG-005,214.43,127.98,3369.15
2025-06-30T16:33:14.903915,ENG-001,261.34,119.06,3367.05
2025-06-30T16:25:46.405387,ENG-001,,143.99,
2025-06-30T16:02:52.677880,ENG-001,,147.63,
2025-06-30T16:26:06.396565,ENG-004,250.56,107.02,2184.84
2025-06-30T15:53:55.739067,ENG-004,190.93,57.2,3420.24
2025-06-30T16:21:01.823536,ENG-004,290.05,77.36,3441.44
2025-06-30T15:53:36.508287,ENG-003,175.82,135.29,2216.0
2025-06-30T15:51:47.758072,ENG-005,234.94,100.12,2366.05
2025-06-30T16:02:57.508705,ENG-005,163.24,99.93,2096.35
2025-06-30T16:05:55.664138,ENG-004,182.91,103.99,2859.52
2025-06-30T16:07:13.070552,ENG-002,298.11,147.18,2190.24
2025-06-30T16:10:24.597143,ENG-001,165.44,114.51,2631.89
2025-06-30T15:54:51.692959,ENG-004,195.72,115.55,2891.72
2025-06-30T16:16:53.098075,ENG-002,287.05,73.25,2468.78
2025-06-30T16:13:34.288751,ENG-002,256.82,58.0,2804.2
2025-06-30T16:01:41.967823,ENG-002,275.64,128.46,2673.09
2025-06-30T16:10:39.305138,ENG-004,227.21,143.94,2799.66
2025-06-30T16:22:53.781655,ENG-005,,78.91,2853.78
2025-06-30T16:24:04.594604,ENG-004,249.9,108.76,2356.79
2025-06-30T16:30:57.462958,ENG-002,205.1,145.97,2862.07
2025-06-30T16:03:33.414007,ENG-003,178.61,123.98,2313.17
2025-06-30T16:01:34.028329,ENG-003,193.01,81.57,3064.68
2025-06-30T16:00:48.826423,ENG-001,155.38,77.55,2601.57
2025-06-30T16:19:36.693588,ENG-003,233.31,92.78,5355.12667351044
2025-06-30T16:30:34.333836,ENG-004,173.57,55.82,3242.07
2025-06-30T16:04:10.494078,ENG-003,190.93,134.18,2117.78
2025-06-30T15:51:16.544993,ENG-001,259.13,131.34,3491.3
2025-06-30T16:14:11.377626,ENG-004,258.52,56.39,2757.64
2025-06-30T16:14:04.975521,ENG-004,175.88,63.13,
2025-06-30T15:53:41.782021,ENG-004,168.37,142.25,2104.79
2025-06-30T16:22:10.023408,ENG-003,191.41,86.29,2238.65
2025-06-30T16:13:13.291734,ENG-001,293.56,,
2025-06-30T16:12:48.994171,ENG-001,167.49,142.07,2079.69
2025-06-30T16:09:07.192448,ENG-003,228.92,55.15,2429.94
2025-06-30T16:34:09.652843,ENG-003,188.69,91.47,2114.31
2025-06-30T16:34:51.983974,ENG-003,284.19,113.16,
2025-06-30T15:56:00.207463,ENG-002,198.71,140.19,2120.76
2025-06-30T15:55:17.806162,ENG-005,243.5,122.16,2996.09
2025-06-30T16:30:41.232215,ENG-001,271.69,78.09,2631.98
2025-06-30T16:21:03.129195,ENG-004,275.32,128.32,2871.84
2025-06-30T15:53:35.400214,ENG-005,157.96,57.05,2756.88
2025-06-30T15:55:55.576407,ENG-003,195.23,141.04,-39.75748545316906
2025-06-30T16:29:35.870876,ENG-005,287.95,83.26,2810.94
2025-06-30T16:18:29.269887,ENG-003,182.43,96.46,2232.56
2025-06-30T15:54:04.386851,ENG-005,203.37,119.52,2879.71
2025-06-30T15:59:55.377882,ENG-004,296.42,141.98,2915.64
2025-06-30T16:16:56.449430,ENG-004,251.79,140.57,3068.9
2025-06-30T16:11:12.165765,ENG-004,267.05,74.07,2111.03
2025-06-30T16:25:53.690395,ENG-003,229.61,118.74,2321.19
2025-06-30T16:35:36.208888,ENG-002,260.46,92.23,2780.68
2025-06-30T16:04:05.576086,ENG-001,275.33,56.36,2262.99
2025-06-30T15:55:29.151060,ENG-002,287.35,133.56,2355.23
2025-06-30T16:27:23.687521,ENG-005,214.45,146.02,2719.9
2025-06-30T16:12:11.392215,ENG-003,168.33,131.98,-88.0881950784645
2025-06-30T16:19:38.320893,ENG-001,269.72,91.79,2845.94
2025-06-30T16:12:02.074964,ENG-003,255.02,70.11,3130.97
2025-06-30T16:38:56.979669,ENG-003,264.88,55.75,3159.34
2025-06-30T16:25:46.749454,ENG-004,298.23,132.72,2143.59
2025-06-30T16:11:42.436455,ENG-004,291.81,63.31,2355.72
2025-06-30T16:05:53.572737,ENG-002,269.22,86.71,2467.26
2025-06-30T16:20:25.837438,ENG-001,272.27,111.9,2547.78
2025-06-30T16:06:48.719126,ENG-005,296.51,105.71,-25.57783624541618
2025-06-30T16:22:56.906062,ENG-003,268.56,69.68,2344.09
2025-06-30T16:23:59.767170,ENG-002,209.14,120.9,2908.79
2025-06-30T16:25:20.419200,ENG-002,193.38,142.85,3081.89
2025-06-30T16:25:20.419200,ENG-002,193.38,142.85,3081.89
2025-06-30T16:00:55.215602,ENG-004,296.55,126.63,2709.59
2025-06-30T16:10:57.350513,ENG-001,195.52,75.18,
2025-06-30T16:26:27.810254,ENG-002,259.04,101.62,2950.66
2025-06-30T16:23:37.656631,ENG-004,196.26,144.25,2228.39
2025-06-30T15:55:12.738620,ENG-004,198.57,51.95,2003.27
2025-06-30T16:00:41.708862,ENG-001,232.2,,2227.84
2025-06-30T16:00:41.708862,ENG-001,232.2,,2227.84
2025-06-30T15:59:06.783698,ENG-002,283.21,141.01,3042.37
2025-06-30T16:16:21.946735,ENG-003,199.32,138.28,2745.41
2025-06-30T16:00:44.016131,ENG-002,232.25,56.91,2661.08
2025-06-30T15:54:27.499192,ENG-004,241.72,126.76,3146.52
2025-06-30T16:08:40.066014,ENG-004,272.32,104.67,2232.05
2025-06-30T16:32:09.710391,ENG-004,,,3374.14
2025-06-30T16:02:47.607292,ENG-001,227.08,93.96,3395.37
2025-06-30T16:35:17.660668,ENG-001,231.98,113.24,3408.86
2025-06-30T16:37:54.699527,ENG-002,288.27,88.92,2802.23
2025-06-30T16:30:43.499636,ENG-005,198.68,65.6,2066.84
2025-06-30T16:03:38.689282,ENG-001,215.61,147.88,2961.4
2025-06-30T16:39:07.266804,ENG-002,215.85,84.69,2806.6
2025-06-30T16:29:12.150667,ENG-004,255.46,113.42,2511.7
2025-06-30T16:34:08.252383,ENG-005,266.9,119.8,2177.86
2025-06-30T16:30:28.992376,ENG-004,159.49,133.62,2135.19
2025-06-30T15:54:36.763517,ENG-003,275.4,139.94,3432.25
2025-06-30T16:21:08.456159,ENG-003,176.21,129.96,2974.62
2025-06-30T16:07:25.101516,ENG-002,230.18,89.53,2117.48
2025-06-30T16:09:51.275344,ENG-002,297.45,149.85,2236.3
2025-06-30T16:01:14.404620,ENG-004,166.06,141.57,3015.2
2025-06-30T16:32:48.502056,ENG-001,151.93,103.67,3298.02
2025-06-30T16:36:13.710100,ENG-003,238.81,52.25,2124.57
2025-06-30T16:35:38.809209,ENG-001,254.79,110.18,2338.75
2025-06-30T16:18:10.885363,ENG-004,151.17,130.96,2799.83
2025-06-30T16:42:13.688587,ENG-004,186.93,101.69,2043.03
2025-06-30T16:02:57.153621,ENG-003,242.93,134.16,2961.43
2025-06-30T16:36:51.673867,ENG-002,194.85,128.83,3019.34
2025-06-30T16:34:00.218141,ENG-003,228.3,106.2,2190.5
2025-06-30T15:57:02.211073,ENG-005,262.96,54.91,2543.92
2025-06-30T16:04:32.775310,ENG-001,163.79,75.18,2129.33
2025-06-30T15:58:28.241427,ENG-001,245.24,110.52,2101.16
2025-06-30T15:53:30.248952,ENG-003,192.83,120.02,3135.17
2025-06-30T16:09:23.629901,ENG-001,244.09,135.19,2302.36
2025-06-30T16:22:05.397552,ENG-001,258.48,113.87,2897.6
2025-06-30T16:17:45.875456,ENG-004,278.5,144.07,2746.99
2025-06-30T16:20:54.568382,ENG-004,229.82,136.13,2256.07
2025-06-30T16:27:21.525598,ENG-003,205.87,114.74,2090.67
2025-06-30T16:23:09.857616,ENG-003,,,2642.95
2025-06-30T16:21:13.186994,ENG-004,220.09,123.13,2104.5
2025-06-30T16:08:48.227361,ENG-005,277.71,101.26,3417.76
2025-06-30T16:29:24.882650,ENG-005,237.99,148.4,3348.03
2025-06-30T16:41:10.086118,ENG-001,286.32,133.16,2826.83
2025-06-30T16:39:20.688863,ENG-002,286.56,93.86,2900.72
2025-06-30T16:31:58.060346,ENG-004,264.26,,2530.82
2025-06-30T16:08:13.259463,ENG-001,204.95,73.61,3126.8
2025-06-30T16:17:11.234798,ENG-003,178.46,132.43,2287.01
2025-06-30T16:00:59.615445,ENG-004,256.85,96.73,2346.01
2025-06-30T16:15:21.258592,ENG-004,183.01,123.19,2179.42
2025-06-30T16:15:02.675565,ENG-005,185.71,99.91,3170.84
2025-06-30T16:39:51.188881,ENG-004,176.08,135.08,3220.97
2025-06-30T16:03:59.095585,ENG-005,170.98,68.67,3286.48
2025-06-30T16:07:01.589841,ENG-001,268.49,102.55,2640.11
2025-06-30T16:34:39.214768,ENG-002,188.48,135.02,2568.87
2025-06-30T16:02:11.411528,ENG-005,256.37,138.09,3332.09
2025-06-30T16:27:53.473990,ENG-002,199.83,72.95,3457.3
2025-06-30T15:54:01.131776,ENG-003,160.21,94.4,3004.73
2025-06-30T16:42:16.285727,ENG-004,159.03,130.15,2714.28
2025-06-30T16:37:55.297715,ENG-004,190.91,64.68,2858.24
2025-06-30T16:30:09.400267,ENG-001,154.05,64.97,2024.26
2025-06-30T16:27:36.888067,ENG-001,154.92,112.61,2939.1
2025-06-30T16:38:56.456453,ENG-002,204.17,93.11,2914.68
2025-06-30T16:17:13.085316,ENG-001,281.72,80.58,2430.65
